Q.dat;Q.num_poste;poste_nivo.nom_usuel;poste_nivo.alti;poste_nivo.lat_dg;poste_nivo.lon_dg;poste_nivo.massif_nivo;Q.rr;hist_reseau_poste.reseau_poste
2022-03-15 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-16 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-17 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-18 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-19 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-21 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-03-22 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;0.0;51
2022-04-01 00:00:00;4073400;LE SAUZE;1980;44.343833;6.695000;21;17.1;51
2021-12-25 00:00:00;5001400;ABRIES RM;2018;44.792833;6.947000;17;0.5;51
2021-12-26 00:00:00;5001400;ABRIES RM;2018;44.792833;6.947000;17;0.0;51
2021-12-27 00:00:00;5001400;ABRIES RM;2018;44.792833;6.947000;17;4.0;51
2021-12-30 00:00:00;5001400;ABRIES RM;2018;44.792833;6.947000;17;0.0;51
2021-12-31 00:00:00;5001400;ABRIES RM;2018;44.792833;6.947000;17;0.0;51
2022-01-02 00:00:00;5001400;ABRIES RM;2018;44.792833;6.947000;17;0.0;51
2022-01-03 00:00:00;5001400;ABRIES RM;2018;44.792833;6.947000;17;0.0;51
2022-01-04 00:00:00;5001400;ABRIES RM;2018;44.792833;6.947000;17;1.7;51
2022-01-05 00:00:00;5001400;ABRIES RM;2018;44.792833;6.947000;17;0.0;51
